origincityLabel	origincountry	originlat	originlong	originpopulation	sistercityLabel	destinationlat	destinationlong	destinationpopulation	age	destination_countryLabel	dist	eu
Sundsvall	Denmark	62.390833333333	17.306944444444	57606	Sønderborg	54.911388888889	9.7866666666667	27595		Denmark	937	EU
Vänersborg Municipality	Denmark	58.383333333333	12.316666666667		Herning Municipality	56.133333333333	8.9833333333333	87593		Denmark	321	EU
Borås	Denmark	57.716666666667	12.933333333333	71700	Vejle	55.708333333333	9.5333333333333			Denmark	305	EU
Hagfors Municipality	Denmark	60.033333333333	13.65		Kjellerup Municipality	56.28472222	9.43305556			Denmark	484	EU
Osby Municipality	Denmark	56.366666666667	13.983333333333		Gribskov Municipality	56.05	12.216666666667	41107		Denmark	115	EU
Örebro Municipality	Denmark	59.273888888889	15.213333333333		Terrassa	41.561111111111	2.0080555555556	215121		Spain	2171	EU
Lindesberg Municipality	Denmark	59.583333333333	15.25		Jammerbugt Municipality	57.133333333333	9.5666666666667	38351		Denmark	429	EU
Karlstad Municipality	Denmark	59.383333333333	13.533333333333		Horsens	55.861944444444	9.8519444444444	57517		Denmark	449	EU
Stenungsund Municipality	Denmark	58.083333333333	11.816666666667	25534	Frederiksværk	55.966666666667	12.033333333333			Denmark	236	EU
Borås Municipality	Denmark	57.716666666667	12.933333333333	108083	Mikkeli	61.6875	27.273611111111	54665		Finland	915	EU
Strömstad Municipality	Denmark	58.933333333333	11.166666666667		Konnevesi	62.628333333333	26.283333333333	2757		Finland	915	EU
Uppsala Municipality	Denmark	59.866666666667	17.633333333333	206039	Hämeenlinna	61	24.441388888889	68011		Finland	394	EU
Trelleborg	Denmark	55.375	13.15	28290	Haukipudas	65.183333333333	25.35			Finland	1276	EU
Eskilstuna Municipality	Denmark	59.370555555556	16.512777777778	100453	Jyväskylä	62.233333333333	25.733333333333	137368		Finland	592	EU
Hällefors Municipality	Denmark	59.766666666667	14.516666666667		Pohja	60.097222	23.526389			Finland	503	EU
Upplands-Bro Municipality	Denmark	59.533333333333	17.666666666667	25105	Lempäälä	61.313888888889	23.752777777778	22536		Finland	388	EU
Askersund Municipality	Denmark	58.883333333333	14.9		Eura	61.133333333333	22.083333333333	12128		Finland	471	EU
Visby	Denmark	57.633333333333	18.283333333333	19245	Mariehamn	60.098611111111	19.944444444444	11461		Finland	290	EU
Ale Municipality	Denmark	57.925	12.086944444444		Ruukki	64.663888888889	25.101388888889			Finland	1018	EU
Norberg Municipality	Denmark	60.083333333333	15.95		Nastola	60.95	25.933333333333	14956		Finland	554	EU
Borås	Denmark	57.716666666667	12.933333333333	71700	Mikkeli	61.6875	27.273611111111	54665		Finland	915	EU
Söderhamn	Denmark	61.3	17.083333333333	12259	Jakobstad	63.666666666667	22.7	19436		Finland	390	EU
Kalix Municipality	Denmark	65.85	23.166666666667		Pielavesi	63.233333333333	26.758333333333	4740		Finland	338	EU
Högsby Municipality	Denmark	57.166666666667	16.033333333333		Vörå-Maxmo	63.216667	22.066667			Finland	750	EU
Ludvika Municipality	Denmark	60.133333333333	15.183333333333		Kontiolahti	62.766666666667	29.85	14827		Finland	830	EU
Gällivare Municipality	Denmark	67.133333333333	20.65		Kittilä	67.65	24.908333333333	6416		Finland	191	EU
Växjö Municipality	Denmark	56.883333333333	14.8	85991	Lohja	60.25	24.066666666667	47353		Finland	654	EU
Gotland Municipality	Denmark	57.615277777778	18.280555555556		Valkeakoski	61.266666666667	24.030555555556	21332		Finland	520	EU
Vänersborg Municipality	Denmark	58.383333333333	12.316666666667		Kangasala	61.463889	24.065	30607		Finland	737	EU
Malmö Municipality	Denmark	55.583333333333	13.033333333333		Vaasa	63.1	21.616666666667	67619		Finland	965	EU
Leksand Municipality	Denmark	60.733333333333	15		Oulainen	64.266666666667	24.816666666667	7610		Finland	638	EU
Karlskrona	Denmark	56.183055555556	15.633055555556	35212	Loviisa	60.456944444444	26.225	15311		Finland	778	EU
Tanum Municipality	Denmark	58.716666666667	11.316666666667	12346	Merimasku	60.481944444444	21.870833333333			Finland	625	EU
Sigtuna Municipality	Denmark	59.633333333333	17.883333333333	43723	Raisio	60.486111111111	22.169444444444	24290		Finland	256	EU
Vadstena Municipality	Denmark	58.448333333333	14.889722222222	7363	Naantali	60.468055555556	22.026388888889	18916		Finland	461	EU
Ljusnarsberg Municipality	Denmark	59.866666666667	14.983333333333		Lapinlahti	63.366666666667	27.383333333333	9982		Finland	760	EU
Härryda Municipality	Denmark	57.666666666667	12.116666666667	36291	Laitila	60.879166666667	21.693055555556	8520		Finland	650	EU
Linköping Municipality	Denmark	58.4	15.616666666667	150446	Joensuu	62.6	29.763888888889	75514		Finland	902	EU
Bräcke Municipality	Denmark	62.75	15.416666666667		Pedersöre	63.6	22.791666666667	11129		Finland	382	EU
Västervik Municipality	Denmark	57.75	16.633333333333		Närpes	62.473611111111	21.3375	9387		Finland	586	EU
Jönköping Municipality	Denmark	57.783333333333	14.2	131150	Kuopio	62.8925	27.678333333333	112117		Finland	931	EU
Ulricehamn	Denmark	57.783333333333	13.416666666667	10629	Lempäälä	61.313888888889	23.752777777778	22536		Finland	701	EU
Strömsund Municipality	Denmark	63.85	15.583333333333		Hausjärvi	60.7875	25.027777777778	8729		Finland	594	EU
Enköping Municipality	Denmark	59.635555555556	17.076388888889	40920	Jyväskylä	62.233333333333	25.733333333333	137368		Finland	549	EU
Motala Municipality	Denmark	58.536388888889	15.0375	42477	Hyvinkää	60.630555555556	24.859722222222	46463		Finland	599	EU
Borås Municipality	Denmark	57.716666666667	12.933333333333	109054	Mikkeli	61.6875	27.273611111111	54665		Finland	915	EU
Sollefteå	Denmark	63.166666666667	17.266666666667	8562	Nykarleby	63.516666666667	22.533333333333	7564		Finland	266	EU
Kumla Municipality	Denmark	59.116666666667	15.133333333333		Sipoo	60.376388888889	25.272222222222	19399		Finland	584	EU
Trollhättan	Denmark	58.2834894	12.2858206	48573	Kerava	60.402777777778	25.1	35293		Finland	762	EU
Ljusdal Municipality	Denmark	61.833333333333	16.083333333333		Ikaalinen	61.769444444444	23.068055555556	7207		Finland	367	EU
Landskrona Municipality	Denmark	55.866666666667	12.85		Kotka	60.466666666667	26.945833333333	54319		Finland	969	EU
Eksjö Municipality	Denmark	57.666666666667	14.966666666667	16576	Karis	60.070833333333	23.6625			Finland	566	EU
Norrtälje Municipality	Denmark	59.766666666667	18.7	57226	Vihti	60.416667	24.333056	28919		Finland	320	EU
Falköping Municipality	Denmark	58.166666666667	13.55		Kokemäki	61.255555555556	22.348611111111	7591		Finland	600	EU
Karlskoga Municipality	Denmark	59.325	14.525		Riihimäki	60.733333333333	24.766666666667	29269		Finland	589	EU
Bollnäs Municipality	Denmark	61.35	16.4		Kankaanpää	61.804166666667	22.394444444444	11769		Finland	321	EU
Säffle Municipality	Denmark	59.133333333333	12.933333333333		Mäntyharju	61.418055555556	26.879166666667	6159		Finland	808	EU
Ragunda Municipality	Denmark	63.1	16.35		Karstula	62.875	24.8	4268		Finland	427	EU
Arboga Municipality	Denmark	59.4	15.833333333333		Hollola	61.049722	25.433056	23915		Finland	560	EU
Höganäs Municipality	Denmark	56.2	12.566666666667	25610	Lieto	60.5	22.449719444444	19263		Finland	748	EU
Tyresö Municipality	Denmark	59.233333333333	18.216666666667	44873	Porvoo	60.393055555556	25.663888888889	49928		Finland	436	EU
Lysekil Municipality	Denmark	58.283333333333	11.433333333333		Hirvensalmi	61.638888888889	26.780555555556	2290		Finland	929	EU
Södertälje Municipality	Denmark	59.1	17.516666666667	91683	Forssa	60.816666666667	23.616666666667	17422		Finland	389	EU
Ludvika Municipality	Denmark	60.133333333333	15.183333333333		Imatra	61.193055555556	28.776388888889	27835		Finland	748	EU
Kristinehamn Municipality	Denmark	59.3	14.116666666667		Rautavaara	63.494444	28.298611	1737		Finland	884	EU
Härnösand Municipality	Denmark	62.633333333333	17.933333333333		Kokkola	63.833333333333	23.133333333333	47570		Finland	292	EU
Umeå Municipality	Denmark	63.833333333333	20.25		Vaasa	63.1	21.616666666667	67619		Finland	106	EU
Nora Municipality	Denmark	59.516666666667	15.033333333333		Köyliö	61.116666666667	22.308333333333	2694		Finland	438	EU
Söderhamn Municipality	Denmark	61.3	17.083333333333		Jakobstad	63.666666666667	22.7	19436		Finland	390	EU
Växjö	Denmark	56.883333333333	14.783333333333	39019	Lohja	60.25	24.066666666667	47353		Finland	655	EU
Örnsköldsvik Municipality	Denmark	63.283333333333	18.733333333333		Äänekoski	62.604166666667	25.726388888889	19919		Finland	361	EU
Kalmar Municipality	Denmark	56.666666666667	16.366666666667		Savonlinna	61.866666666667	28.883055555556	35523		Finland	914	EU
Stenungsund	Denmark	58.083333333333	11.816666666667	9987	Huittinen	61.176388888889	22.698611111111	10473		Finland	701	EU
Hudiksvall Municipality	Denmark	61.733333333333	17.116666666667		Kaskinen	62.384722222222	21.222222222222	1285		Finland	226	EU
Skellefteå Municipality	Denmark	64.75	20.95	72133	Raahe	64.684722222222	24.479166666667	25165		Finland	168	EU
Kiruna Municipality	Denmark	67.854722	20.222778		Rovaniemi	66.501388888889	25.734722222222	61763		Finland	281	EU
Hofors Municipality	Denmark	60.55	16.283333333333		Kontiolahti	62.766666666667	29.85	14827		Finland	756	EU
Lidköping Municipality	Denmark	58.5	13.183333333333		Kouvola	60.868055555556	26.704166666667	85855		Finland	801	EU
Skövde Municipality	Denmark	58.383333333333	13.85		Vammala	61.340277777778	22.909722222222			Finland	602	EU
Åmål Municipality	Denmark	59.05	12.7		Loimaa	60.851388888889	23.058333333333	16467		Finland	610	EU
Karlstad Municipality	Denmark	59.383333333333	13.533333333333		Nokia	61.477777777778	23.509722222222	33162		Finland	594	EU
Östersund Municipality	Denmark	63.183333333333	14.666666666667		Kajaani	64.225	27.733333333333	37622		Finland	653	EU
Ånge Municipality	Denmark	62.516666666667	15.616666666667		Oravais	63.3	22.377778			Finland	353	EU
Lindesberg Municipality	Denmark	59.583333333333	15.25		Kuusankoski	60.908333333333	26.623611111111			Finland	644	EU
Sunne Municipality	Denmark	59.833333333333	13.133333333333		Siilinjärvi	63.075	27.658333333333	21794		Finland	849	EU
Malmö	Denmark	55.605555555556	13	280415	Vaasa	63.1	21.616666666667	67619		Finland	964	EU
Falkenberg Municipality	Denmark	56.916666666667	12.5		Pieksämäki	62.3	27.158333333333	18801		Finland	1015	EU
Täby Municipality	Denmark	59.433333333333	18.066666666667	66999	Järvenpää	60.472222222222	25.088888888889	40106		Finland	407	EU
Oxelösund	Denmark	58.666666666667	17.116666666667	15085	Karkkila	60.534722222222	24.209722222222	8969		Finland	450	EU
Örebro Municipality	Denmark	59.273888888889	15.213333333333		Lappeenranta	61.058333333333	28.186111111111	72875		Finland	743	EU
Alingsås Municipality	Denmark	57.933333333333	12.533333333333		Karis	60.070833333333	23.6625			Finland	679	EU
Ängelholm Municipality	Denmark	56.25	12.85		Maaninka	63.158333333333	27.3	3773		Finland	1112	EU
Eskilstuna	Denmark	59.366666666667	16.516666666667	68596	Jyväskylä	62.233333333333	25.733333333333	137368		Finland	592	EU
Varberg Municipality	Denmark	57.1	12.25		Uusikaupunki	60.783333333333	21.416666666667	15510		Finland	666	EU
Trollhättan Municipality	Denmark	58.283333333333	12.283333333333	57255	Kerava	60.402777777778	25.1	35293		Finland	762	EU
Munkedal Municipality	Denmark	58.483333333333	11.683333333333		Kirkkonummi	60.116667	24.416667	38649		Finland	744	EU
Sollefteå Municipality	Denmark	63.166666666667	17.266666666667		Nykarleby	63.516666666667	22.533333333333	7564		Finland	266	EU
Lund Municipality	Denmark	55.7	13.2		Porvoo	60.393055555556	25.663888888889	49928		Finland	898	EU
Malung-Sälen Municipality	Denmark	60.683333333333	13.733333333333		Ylivieska	64.072222222222	24.5375	15039		Finland	671	EU
Ljungby Municipality	Denmark	56.833333333333	13.933333333333	27361	Paimio	60.456944444444	22.686111111111	10620		Finland	646	EU
Mjölby Municipality	Denmark	58.325	15.130555555556	26384	Hankasalmi	62.388888888889	26.436111111111	5240		Finland	767	EU
Stenungsund Municipality	Denmark	58.083333333333	11.816666666667	25534	Huittinen	61.176388888889	22.698611111111	10473		Finland	701	EU
Eslöv Municipality	Denmark	55.833333333333	13.3		Jakobstad	63.666666666667	22.7	19436		Finland	1015	EU
Sollentuna Municipality	Denmark	59.45	17.916666666667	68872	Tuusula	60.402777777778	25.029166666667	38459		Finland	410	EU
Huddinge Municipality	Denmark	59.233333333333	17.983333333333	103632	Vantaa	60.3	25.033333333333	214605		Finland	412	EU
Borgholm Municipality	Denmark	56.878055555556	16.661666666667	10656	Korsnäs	62.783333333333	21.183333333333	2201		Finland	703	EU
Kil Municipality	Denmark	59.5	13.316388888889		Laihia	62.976388888889	22.011111111111	8090		Finland	604	EU
Luleå Municipality	Denmark	65.584444444444	22.153888888889		Kemi	65.736111111111	24.563888888889	21758		Finland	112	EU
Kalmar	Denmark	56.666666666667	16.366666666667	36392	Savonlinna	61.866666666667	28.883055555556	35523		Finland	914	EU
Degerfors Municipality	Denmark	59.233333333333	14.433333333333		Ventspils District	57.416666666667	21.533333333333			Latvia	461	EU
Norrtälje Municipality	Denmark	59.766666666667	18.7	57226	Kärdla	58.994444444444	22.75	3009		Estonia	245	EU
Skellefteå Municipality	Denmark	64.75	20.95	72133	Tallinn	59.437222222222	24.745	413782		Estonia	623	EU
Hällefors Municipality	Denmark	59.766666666667	14.516666666667		Jelgava	56.652222222222	23.724444444444	61623		Latvia	640	EU
Oxelösund	Denmark	58.666666666667	17.116666666667	15085	Siret	47.95	26.06	7976		Romania	1329	EU
Gävle Municipality	Denmark	60.666666666667	17.166666666667		Jūrmala	56.972222222222	23.796944444444	57371		Latvia	560	EU
Oxelösund	Denmark	58.666666666667	17.116666666667	15085	Türi	58.809444444444	25.429166666667	5257		Estonia	480	EU
Skellefteå Municipality	Denmark	64.75	20.95	72133	Pardubice	50.016666666667	15.766666666667	90044		Czech Republic	1666	EU
Lidingö Municipality	Denmark	59.366666666667	18.183333333333	45281	Saldus	56.666666666667	22.493611111111	11479		Latvia	393	EU
Solna Municipality	Denmark	59.366666666667	18.016666666667	73378	Valmiera	57.538055555556	25.423055555556	25093		Latvia	476	EU
Oxelösund	Denmark	58.666666666667	17.116666666667	15085	Zvolen	48.583055555556	19.133055555556	43100		Slovakia	1129	EU
Norrköping Municipality	Denmark	58.591944444444	16.185555555556	134527	Riga	56.9475	24.106944444444	698529		Latvia	504	EU
Norrköping	Denmark	58.6	16.2	91034	Riga	56.9475	24.106944444444	698529		Latvia	503	EU
Ängelholm Municipality	Denmark	56.25	12.85		Dobele	56.625833333333	23.281111111111	10113		Latvia	642	EU
Finspång	Denmark	58.7	15.8	16181	Salaspils	56.861388888889	24.35	17621		Latvia	546	EU
Karlskoga Municipality	Denmark	59.325	14.525		Olaine	56.784444444444	23.936944444444	11800		Latvia	621	EU
Motala Municipality	Denmark	58.536388888889	15.0375	42477	Daugavpils	55.871388888889	26.516111111111	95467		Latvia	751	EU
Malmö Municipality	Denmark	55.583333333333	13.033333333333		Tallinn	59.437222222222	24.745	413782		Estonia	819	EU
Västervik Municipality	Denmark	57.75	16.633333333333		Ventspils	57.389722222222	21.564444444444	39861		Latvia	297	EU
Härryda Municipality	Denmark	57.666666666667	12.116666666667	36291	Võru	57.848611111111	26.992777777778	12458		Estonia	881	EU
Oxelösund	Denmark	58.666666666667	17.116666666667	15085	Tryavna	42.866666666667	25.491944444444	9831		Bulgaria	1850	EU
Linköping Municipality	Denmark	58.4	15.616666666667	150446	Oradea	47.072222222222	21.921111111111	196367		Romania	1328	EU
Kristinehamn Municipality	Denmark	59.3	14.116666666667		Elva	58.2275	26.415833333333	5666		Estonia	718	EU
Ulricehamn Municipality	Denmark	57.791666666667	13.412777777778		Dobele	56.625833333333	23.281111111111	10113		Latvia	608	EU
Karlstad Municipality	Denmark	59.383333333333	13.533333333333		Ljubljana	46.05	14.516666666667	287000		Slovenia	1484	EU
Alvesta Municipality	Denmark	56.9	14.55	19445	Turnov	50.587341607858	15.156899388718	14330		Czech Republic	703	EU
Karlstad Municipality	Denmark	59.383333333333	13.533333333333		Jõgeva	58.746111111111	26.395555555556	5477		Estonia	737	EU
Eslöv Municipality	Denmark	55.833333333333	13.3		Viljandi	58.363333333333	25.595555555556	17549		Estonia	793	EU
Helsingborg Municipality	Denmark	56.05	12.716666666667		Pärnu	58.384444444444	24.498888888889	39784		Estonia	754	EU
Sollentuna Municipality	Denmark	59.45	17.916666666667	68872	Saue	59.323055555556	24.562222222222	5631		Estonia	376	EU
Tyresö Municipality	Denmark	59.233333333333	18.216666666667	44873	Cēsis	57.313055555556	25.274722222222	17170		Latvia	464	EU
